Unnamed: 0,AMZN,AMZN_k_period_min,AMZN_k_period_max,AMZN_k_component_fast,AMZN_d_component_slow,AMZN_sma_fast,AMZN_sma_slow,AMZN_stoch_oscl_exit,AMZN_stoch_oscl_signal,%K_80,%K_20,AMZN_position,AMZN_entry_exit_position,AMZN_portfolio_holdings,AMZN_portfolio_cash,AMZN_portfolio_total,AMZN_portfolio_daily_returns,AMZN_portfolio_cumulative_returns
2017-11-13,1129.21,966.34,1132.86,97.80807110257034,98.71057959575857,1117.473,1115.5475,0,-1,94,25,-500,0.0,0.0,1104805.0,1104805.0,0.0,0.004368181818181771
2017-11-14,1136.84,966.34,1136.84,100.0,98.71057959575857,1120.59,1118.535,0,-1,94,25,-500,0.0,0.0,1104805.0,1104805.0,0.0,0.004368181818181771
2017-11-15,1127.09,972.54,1136.84,94.06573341448569,97.86282722639939,1122.949,1119.8883333333333,0,-1,94,25,-500,0.0,0.0,1104805.0,1104805.0,0.0,0.004368181818181771
2017-11-16,1136.95,972.54,1136.95,100.0,97.86282722639939,1127.2440000000001,1122.4950000000001,0,-1,94,25,-500,0.0,0.0,1104805.0,1104805.0,0.0,0.004368181818181771
2017-11-17,1129.87,972.54,1136.95,95.69369259777376,97.24764045465278,1129.0759999999998,1124.6924999999999,0,-1,94,25,-500,0.0,0.0,1104805.0,1104805.0,0.0,0.004368181818181771
2017-11-20,1126.56,1094.0,1136.95,75.80908032596021,94.1229433405171,1129.6860000000001,1127.4058333333332,0,-1,94,25,-500,0.0,0.0,1104805.0,1104805.0,0.0,0.004368181818181771
2017-11-21,1139.58,1094.0,1139.58,100.0,94.76808249154143,1131.33,1129.7416666666668,0,-1,94,25,-500,0.0,0.0,1104805.0,1104805.0,0.0,0.004368181818181771
2017-11-22,1156.16,1094.0,1156.16,100.0,95.08121519117424,1133.66,1132.7166666666667,0,-1,94,25,-500,0.0,0.0,1104805.0,1104805.0,0.0,0.004368181818181771
2017-11-24,1186.41,1094.0,1186.41,100.0,95.08121519117424,1139.401,1137.9891666666667,0,-1,94,25,-500,0.0,0.0,1104805.0,1104805.0,0.0,0.004368181818181771
2017-11-27,1195.62,1094.0,1195.62,100.0,95.92896756053344,1146.4289999999999,1143.2191666666665,0,-1,94,25,-500,0.0,0.0,1104805.0,1104805.0,0.0,0.004368181818181771
2017-11-28,1193.6,1111.55,1195.62,97.59724039490902,95.58571618837757,1152.868,1148.6025,0,-1,94,25,-500,0.0,0.0,1104805.0,1104805.0,0.0,0.004368181818181771
2017-11-29,1161.21,1120.46,1195.62,54.217668972858014,89.66056995624675,1155.3049999999998,1151.5916666666665,0,-1,94,25,-500,0.0,0.0,1104805.0,1104805.0,0.0,0.004368181818181771
2017-11-30,1176.59,1123.14,1195.62,73.74448123620306,89.36562722913858,1160.2549999999999,1155.54,0,-1,94,25,-500,0.0,0.0,1104805.0,1104805.0,0.0,0.004368181818181771
2017-12-01,1161.83,1125.34,1195.62,51.9208878770632,82.4971826401476,1162.743,1157.6225,0,-1,94,25,-500,0.0,0.0,1104805.0,1104805.0,0.0,0.004368181818181771
2017-12-04,1133.95,1125.34,1195.62,12.25099601593644,69.96161064242425,1163.151,1158.1941666666667,0,-1,94,25,-500,0.0,0.0,1104805.0,1104805.0,0.0,0.004368181818181771
2017-12-05,1141.58,1125.34,1195.62,23.10756972111556,58.97697774544076,1164.653,1158.58,0,-1,94,25,-500,0.0,0.0,1104805.0,1104805.0,0.0,0.004368181818181771
2017-12-06,1152.94,1126.56,1195.62,38.19866782507983,50.14821600616646,1165.989,1160.5025,0,-1,94,25,-500,0.0,0.0,1104805.0,1104805.0,0.0,0.004368181818181771
2017-12-07,1160.0,1126.56,1195.62,48.42166232261813,43.123133424410604,1166.373,1163.2891666666667,0,-1,94,25,-500,0.0,0.0,1104805.0,1104805.0,0.0,0.004368181818181771
2017-12-08,1161.99,1126.56,1195.62,51.30321459600361,42.70678279914569,1163.931,1165.1566666666665,0,-1,94,25,-500,0.0,0.0,1104805.0,1104805.0,0.0,0.004368181818181771
2017-12-11,1169.15,1126.56,1195.62,61.67101071532027,40.98200129616244,1161.284,1166.2391666666665,0,-1,94,25,-500,0.0,0.0,1104805.0,1104805.0,0.0,0.004368181818181771
2017-12-12,1165.56,1126.56,1195.62,56.47263249348398,41.63225052707969,1158.48,1164.5016666666666,0,-1,94,25,-500,0.0,0.0,1104805.0,1104805.0,0.0,0.004368181818181771
2017-12-13,1164.48,1126.56,1195.62,54.90877497827991,47.726218950271615,1158.8070000000002,1161.9066666666668,0,-1,94,25,-500,0.0,0.0,1104805.0,1104805.0,0.0,0.004368181818181771
2017-12-14,1175.06,1133.95,1195.62,66.66126155342955,53.94817492631647,1158.654,1160.3616666666667,0,-1,94,25,-500,0.0,0.0,1104805.0,1104805.0,0.0,0.004368181818181771
2017-12-15,1178.98,1133.95,1195.62,73.01767472028553,58.92231876848871,1160.3690000000001,1161.8425,0,-1,94,25,-500,0.0,0.0,1104805.0,1104805.0,0.0,0.004368181818181771
2017-12-18,1190.8,1133.95,1195.62,92.18420625912121,65.17411075941773,1166.054,1163.0266666666666,1,0,94,25,0,500.0,595400.0,509405.0,1104805.0,0.0,0.004368181818181771
2017-12-19,1187.43,1133.95,1195.62,86.7196367763907,70.23359964233016,1170.639,1165.16,0,0,94,25,0,0.0,593715.0,509405.0,1103120.0,-0.0015251560230086225,0.002836363636363526
2017-12-20,1177.29,1133.95,1193.6,72.65716680637053,71.8030505124802,1173.074,1168.7716666666668,0,0,94,25,0,0.0,588645.0,509405.0,1098050.0,-0.004596054826310869,-0.0017727272727273702
2017-12-21,1174.87,1133.95,1190.8,71.97889182058032,74.0182304163511,1174.561,1171.5458333333333,0,0,94,25,0,0.0,587435.0,509405.0,1096840.0,-0.0011019534629570504,-0.00287272727272736
2017-12-22,1168.33,1133.95,1190.8,60.474934036939196,74.81339599615957,1175.195,1172.8283333333331,0,0,94,25,0,0.0,584165.0,509405.0,1093570.0,-0.002981291710732692,-0.005845454545454709
2017-12-26,1176.94,1133.95,1190.8,75.62005277044868,76.0932233128766,1175.974,1174.24,0,0,94,25,0,0.0,588470.0,509405.0,1097875.0,0.003936647859761999,-0.0019318181818184232
2017-12-27,1181.81,1133.95,1190.8,84.18645558487243,77.68876343638901,1177.599,1175.8916666666667,0,0,94,25,0,0.0,590905.0,509405.0,1100310.0,0.0022179209837185354,0.0002818181818178278
2017-12-28,1185.99,1141.58,1190.8,90.22754977651373,77.4092410817308,1179.75,1177.295,0,0,94,25,0,0.0,592995.0,509405.0,1102400.0,0.001899464696312858,0.0021818181818178406
2017-12-29,1169.54,1152.94,1190.8,43.845747490755286,71.28439975521145,1179.1979999999999,1177.6266666666668,0,0,94,25,0,0.0,584770.0,509405.0,1094175.0,-0.00746099419448476,-0.005295454545454881
2018-01-02,1189.0,1160.0,1190.8,94.15584415584429,74.35563937656484,1180.2,1179.6699999999998,0,0,94,25,0,0.0,594500.0,509405.0,1103905.0,0.008892544611236675,0.003549999999999498
2018-01-03,1202.74,1161.99,1202.74,100.0,78.35865483076766,1181.394,1181.9766666666667,-1,-1,94,25,-500,-500.0,0.0,1110775.0,1110775.0,0.006223361611732869,0.009795454545453941
2018-01-04,1209.64,1164.48,1209.64,100.0,84.00509282549062,1183.6150000000002,1184.5316666666668,0,-1,94,25,-500,0.0,0.0,1110775.0,1110775.0,0.0,0.009795454545453941
2018-01-05,1229.07,1164.48,1229.07,100.0,87.48794242971225,1188.7930000000001,1187.7208333333335,1,0,94,25,0,500.0,614535.0,496240.0,1110775.0,0.0,0.009795454545453941
2018-01-08,1246.95,1164.48,1246.95,100.0,89.7470202033019,1196.001,1192.6808333333333,0,0,94,25,0,0.0,623475.0,496240.0,1119715.0,0.008048434651481973,0.01792272727272648
2018-01-09,1253.12,1168.33,1253.12,100.0,91.14308452094279,1204.48,1199.0,0,0,94,25,0,0.0,626560.0,496240.0,1122800.0,0.002755165376904012,0.02072727272727204
2018-01-10,1254.29,1168.33,1254.29,100.0,99.16512059369204,1212.215,1205.6183333333333,-1,-1,94,25,-500,-500.0,0.0,1123385.0,1123385.0,0.0005210188813680183,0.021259090909090173
2018-01-11,1276.77,1168.33,1276.77,100.0,100.0,1221.711,1214.655,0,-1,94,25,-500,0.0,0.0,1123385.0,1123385.0,0.0,0.021259090909090173
2018-01-12,1305.2,1168.33,1305.2,100.0,100.0,1233.632,1225.3433333333335,0,-1,94,25,-500,0.0,0.0,1123385.0,1123385.0,0.0,0.021259090909090173
2018-01-16,1305.16,1168.33,1305.2,99.97077518813475,99.9958250268764,1247.194,1235.6225000000002,0,-1,94,25,-500,0.0,0.0,1123385.0,1123385.0,0.0,0.021259090909090173
2018-01-17,1295.0,1168.33,1305.2,92.5476729743552,98.9312068803557,1257.794,1244.7066666666667,0,-1,94,25,-500,0.0,0.0,1123385.0,1123385.0,0.0,0.021259090909090173
2018-01-18,1293.22,1168.33,1305.2,91.24716884635055,97.68080242983436,1266.842,1255.0133333333333,0,-1,94,25,-500,0.0,0.0,1123385.0,1123385.0,0.0,0.021259090909090173
2018-01-19,1294.58,1169.54,1305.2,92.17160548429891,96.56246035616277,1275.3359999999998,1263.8116666666667,0,-1,94,25,-500,0.0,0.0,1123385.0,1123385.0,0.0,0.021259090909090173
2018-01-22,1327.45,1169.54,1327.45,100.0,96.56246035616277,1285.174,1274.2041666666667,0,-1,94,25,-500,0.0,0.0,1123385.0,1123385.0,0.0,0.021259090909090173
2018-01-23,1363.05,1169.54,1363.05,100.0,96.56246035616277,1296.784,1286.9883333333335,0,-1,94,25,-500,0.0,0.0,1123385.0,1123385.0,0.0,0.021259090909090173
2018-01-24,1357.51,1169.54,1363.05,97.13709885794017,96.15347447872566,1307.223,1297.6916666666666,0,-1,94,25,-500,0.0,0.0,1123385.0,1123385.0,0.0,0.021259090909090173
2018-01-25,1377.31,1189.0,1377.31,100.0,96.15764945184925,1319.525,1308.555,0,-1,94,25,-500,0.0,0.0,1123385.0,1123385.0,0.0,0.021259090909090173
2018-01-26,1401.19,1202.74,1401.19,100.0,97.22226759836995,1331.967,1320.8941666666667,0,-1,94,25,-500,0.0,0.0,1123385.0,1123385.0,0.0,0.021259090909090173
2018-01-29,1417.68,1209.64,1417.68,100.0,98.47267204889128,1343.215,1334.51,0,-1,94,25,-500,0.0,0.0,1123385.0,1123385.0,0.0,0.021259090909090173
2018-01-30,1438.19,1229.07,1438.19,100.0,99.59101412256288,1356.518,1347.9616666666668,0,-1,94,25,-500,0.0,0.0,1123385.0,1123385.0,0.0,0.021259090909090173
2018-01-31,1451.39,1246.95,1451.39,100.0,99.59101412256288,1372.157,1360.1441666666667,0,-1,94,25,-500,0.0,0.0,1123385.0,1123385.0,0.0,0.021259090909090173
2018-02-01,1388.71,1253.12,1451.39,68.38654360215868,95.0748060657284,1381.7060000000001,1367.1066666666666,0,-1,94,25,-500,0.0,0.0,1123385.0,1123385.0,0.0,0.021259090909090173
2018-02-02,1429.87,1254.29,1451.39,89.08168442415007,93.92403257518697,1395.2350000000001,1378.3458333333335,0,-1,94,25,-500,0.0,0.0,1123385.0,1123385.0,0.0,0.021259090909090173
2018-02-05,1390.0,1276.77,1451.39,64.84366051998623,88.90169836375642,1401.49,1386.4108333333334,0,-1,94,25,-500,0.0,0.0,1123385.0,1123385.0,0.0,0.021259090909090173
2018-02-06,1442.84,1293.22,1451.39,94.59442372131241,88.12947318108677,1409.469,1398.7658333333331,0,-1,94,25,-500,0.0,0.0,1123385.0,1123385.0,0.0,0.021259090909090173
2018-02-07,1415.15,1293.22,1451.39,77.08794335208952,84.85632223138528,1415.233,1406.0741666666665,0,-1,94,25,-500,0.0,0.0,1123385.0,1123385.0,0.0,0.021259090909090173
2018-02-08,1350.51,1293.22,1451.39,36.220522222924664,75.74496826323166,1412.553,1405.0291666666665,0,-1,94,25,-500,0.0,0.0,1123385.0,1123385.0,0.0,0.021259090909090173
2018-02-09,1339.34,1293.22,1451.39,29.158500347727045,65.62475402719267,1406.368,1403.515,0,-1,94,25,-500,0.0,0.0,1123385.0,1123385.0,0.0,0.021259090909090173
2018-02-12,1386.97,1294.58,1451.39,58.91843632421402,64.27216727320057,1403.297,1404.32,0,-1,94,25,-500,0.0,0.0,1123385.0,1123385.0,0.0,0.021259090909090173
2018-02-13,1413.66,1327.45,1451.39,69.55785057285783,61.48304815158739,1400.8439999999998,1405.3591666666669,0,-1,94,25,-500,0.0,0.0,1123385.0,1123385.0,0.0,0.021259090909090173
2018-02-14,1451.08,1339.34,1451.39,99.7233377956268,66.46585919096461,1400.8129999999999,1408.1425,0,-1,94,25,-500,0.0,0.0,1123385.0,1123385.0,0.0,0.021259090909090173
2018-02-15,1461.76,1339.34,1461.76,100.0,67.23808437363427,1408.118,1410.1066666666666,0,-1,94,25,-500,0.0,0.0,1123385.0,1123385.0,0.0,0.021259090909090173
2018-02-16,1448.59,1339.34,1461.76,89.2419539290965,68.97437159892097,1409.99,1409.8733333333332,1,0,94,25,0,500.0,724295.0,399090.0,1123385.0,0.0,0.021259090909090173
2018-02-20,1468.36,1339.34,1468.36,100.0,78.0857255670746,1417.826,1416.5108333333335,0,0,94,25,0,0.0,734180.0,399090.0,1133270.0,0.008799298548582968,0.030245454545453798
2018-02-21,1482.92,1339.34,1482.92,100.0,88.2059398031136,1421.834,1420.9316666666666,0,0,94,25,0,0.0,741460.0,399090.0,1140550.0,0.0064238883937632885,0.036863636363635655
2018-02-22,1484.59,1339.34,1484.59,100.0,94.07473461394018,1428.778,1428.8141666666668,-1,-1,94,25,-500,-500.0,0.0,1141385.0,1141385.0,0.0007321029327955753,0.03762272727272653
2018-02-23,1500.0,1339.34,1500.0,100.0,98.4236131035319,1443.727,1433.5775,1,0,94,25,0,500.0,750000.0,391385.0,1141385.0,0.0,0.03762272727272653
2018-02-26,1521.95,1339.34,1521.95,100.0,98.46313627558523,1461.9879999999998,1442.4775,-1,-1,94,25,-500,-500.0,0.0,1152360.0,1152360.0,0.009615510980081288,0.04759999999999942
2018-02-27,1512.0,1339.34,1521.95,94.55122939598049,97.68474047501101,1474.491,1455.9350000000002,0,-1,94,25,-500,0.0,0.0,1152360.0,1152360.0,0.0,0.04759999999999942
2018-02-28,1512.45,1339.34,1521.95,94.79765620721757,98.4784122290283,1484.3700000000001,1470.3608333333332,0,-1,94,25,-500,0.0,0.0,1152360.0,1152360.0,0.0,0.04759999999999942
2018-03-01,1492.0,1339.34,1521.95,83.59892667433326,96.13540175393304,1488.462,1479.1133333333335,0,-1,94,25,-500,0.0,0.0,1152360.0,1152360.0,0.0,0.04759999999999942
2018-03-02,1500.21,1339.34,1521.95,88.09484694156947,94.43466560272869,1492.307,1486.3258333333333,0,-1,94,25,-500,0.0,0.0,1152360.0,1152360.0,0.0,0.04759999999999942
2018-03-05,1523.61,1339.34,1523.61,100.0,94.43466560272869,1499.809,1492.37,0,-1,94,25,-500,0.0,0.0,1152360.0,1152360.0,0.0,0.04759999999999942
2018-03-06,1537.18,1339.34,1537.18,100.0,94.43466560272869,1506.691,1498.655,0,-1,94,25,-500,0.0,0.0,1152360.0,1152360.0,0.0,0.04759999999999942
2018-03-07,1544.9,1386.97,1544.9,100.0,94.43466560272869,1512.889,1506.6808333333336,0,-1,94,25,-500,0.0,0.0,1152360.0,1152360.0,0.0,0.04759999999999942
2018-03-08,1551.67,1413.66,1551.67,100.0,95.21306140330289,1519.597,1513.6233333333332,0,-1,94,25,-500,0.0,0.0,1152360.0,1152360.0,0.0,0.04759999999999942
2018-03-09,1578.94,1448.59,1578.94,100.0,95.95625337370039,1527.491,1521.625,0,-1,94,25,-500,0.0,0.0,1152360.0,1152360.0,0.0,0.04759999999999942
2018-03-12,1598.5,1448.59,1598.5,100.0,98.29926384879563,1535.1460000000002,1531.1175,0,-1,94,25,-500,0.0,0.0,1152360.0,1152360.0,0.0,0.04759999999999942
2018-03-13,1588.13,1448.59,1598.5,93.08251617637256,99.01178802519608,1542.759,1538.4616666666668,0,-1,94,25,-500,0.0,0.0,1152360.0,1152360.0,0.0,0.04759999999999942
2018-03-14,1591.0,1468.36,1598.5,94.2369755647764,98.18849882016414,1550.614,1544.2158333333334,0,-1,94,25,-500,0.0,0.0,1152360.0,1152360.0,0.0,0.04759999999999942
2018-03-15,1582.75,1482.92,1598.5,86.37307492645786,96.24179523822954,1559.6889999999999,1550.1116666666667,0,-1,94,25,-500,0.0,0.0,1152360.0,1152360.0,0.0,0.04759999999999942
2018-03-16,1571.69,1484.59,1598.5,76.4638749890265,92.87949166523333,1566.837,1555.0483333333334,0,-1,94,25,-500,0.0,0.0,1152360.0,1152360.0,0.0,0.04759999999999942
2018-03-19,1545.58,1492.0,1598.5,50.309859154929505,85.78090011593756,1569.034,1559.5133333333333,0,-1,94,25,-500,0.0,0.0,1152360.0,1152360.0,0.0,0.04759999999999942
2018-03-20,1586.52,1492.0,1598.5,88.75117370892018,84.17392493149757,1573.968,1566.7058333333334,0,-1,94,25,-500,0.0,0.0,1152360.0,1152360.0,0.0,0.04759999999999942
2018-03-21,1582.93,1492.0,1598.5,85.3802816901409,82.08539374437484,1577.7710000000002,1571.6491666666668,0,-1,94,25,-500,0.0,0.0,1152360.0,1152360.0,0.0,0.04759999999999942
2018-03-22,1544.92,1492.0,1598.5,49.69014084507049,75.88648298276027,1577.096,1572.2941666666666,0,-1,94,25,-500,0.0,0.0,1152360.0,1152360.0,0.0,0.04759999999999942
2018-03-23,1495.55,1492.0,1598.5,3.333333333333291,62.90024837826839,1568.757,1568.1816666666666,0,-1,94,25,-500,0.0,0.0,1152360.0,1152360.0,0.0,0.04759999999999942
2018-03-26,1555.87,1495.55,1598.5,58.591549295774556,58.93145900245649,1564.4940000000001,1568.5316666666668,0,-1,94,25,-500,0.0,0.0,1152360.0,1152360.0,0.0,0.04759999999999942
2018-03-27,1497.12,1495.55,1598.5,1.5250121418163531,48.225907167140754,1555.393,1561.7133333333334,0,-1,94,25,-500,0.0,0.0,1152360.0,1152360.0,0.0,0.04759999999999942
2018-03-28,1429.19,1429.19,1598.5,0.0,41.03878443072226,1539.212,1547.6041666666667,0,-1,94,25,-500,0.0,0.0,1152360.0,1152360.0,0.0,0.04759999999999942
2018-03-29,1445.96,1429.19,1598.5,9.90490815663575,29.775032208967335,1525.533,1535.756666666667,0,-1,94,25,-500,0.0,0.0,1152360.0,1152360.0,0.0,0.04759999999999942
2018-04-02,1371.92,1371.92,1598.5,0.0,17.577849110375777,1505.556,1517.5,1,0,94,25,0,500.0,685960.0,466400.0,1152360.0,0.0,0.04759999999999942
2018-04-03,1392.05,1371.92,1598.5,8.884279283255312,11.748440315830752,1490.203,1501.6083333333333,0,0,94,25,0,0.0,696025.0,466400.0,1162425.0,0.008734249713631126,0.05674999999999941
2018-04-04,1410.58,1371.92,1598.5,17.06240621414064,13.709736441660374,1472.609,1488.1825,0,0,94,25,0,0.0,705290.0,466400.0,1171690.0,0.007970406692904941,0.06517272727272672
2018-04-05,1451.75,1371.92,1591.0,36.43874383786743,10.545049947673641,1459.491,1480.3633333333335,0,0,94,25,0,0.0,725875.0,466400.0,1192275.0,0.01756864016932802,0.08388636363636293
2018-04-06,1405.21,1371.92,1591.0,15.195362424685035,12.497957130940595,1445.52,1465.2541666666666,0,0,94,25,0,0.0,702605.0,466400.0,1169005.0,-0.019517309345578826,0.0627318181818175
2018-04-09,1405.91,1371.92,1586.52,15.838769804287056,14.760638531553033,1436.556,1450.5024999999998,0,0,94,25,0,0.0,702955.0,466400.0,1169355.0,0.0002993999170235462,0.06304999999999938
2018-04-10,1436.26,1371.92,1586.52,29.981360671015818,17.62870317646447,1424.5949999999998,1441.4475,0,0,94,25,0,0.0,718130.0,466400.0,1184530.0,0.012977239589346157,0.07684545454545377
2018-04-11,1427.29,1371.92,1586.52,25.801491146318696,21.314630483081427,1417.612,1435.7591666666667,0,0,94,25,0,0.0,713645.0,466400.0,1180045.0,-0.0037863118705309118,0.07276818181818112
2018-04-12,1448.48,1371.92,1586.52,35.67567567567566,25.141972824855763,1419.541,1426.8100000000002,0,0,94,25,0,0.0,724240.0,466400.0,1190640.0,0.008978471159998058,0.08239999999999914
2018-04-13,1431.11,1371.92,1582.93,28.05080327946535,26.711743834187864,1418.056,1421.3091666666667,0,0,94,25,0,0.0,715555.0,466400.0,1181955.0,-0.007294396291070315,0.07450454545454455
2018-04-16,1440.63,1371.92,1555.87,37.352541451481436,26.842286350418437,1424.9270000000001,1422.2625,0,0,94,25,0,0.0,720315.0,466400.0,1186715.0,0.004027226078826995,0.07883181818181728
2018-04-17,1503.63,1371.92,1555.87,71.60097852677367,34.900231507859665,1436.085,1427.0683333333334,0,0,94,25,0,0.0,751815.0,466400.0,1218215.0,0.026543862679750507,0.10746818181818107
2018-04-18,1527.85,1371.92,1555.87,84.7675998912748,44.74720723457221,1447.812,1440.0625,0,0,94,25,0,0.0,763925.0,466400.0,1230325.0,0.009940774001305108,0.11847727272727182
2018-04-19,1556.73,1371.92,1556.73,100.0,54.74986999585566,1458.31,1453.7858333333334,0,0,94,25,0,0.0,778365.0,466400.0,1244765.0,0.011736736228232347,0.13160454545454447
2018-04-20,1527.5,1371.92,1556.73,84.18375629024402,63.090193587844986,1470.5390000000002,1463.5291666666665,0,0,94,25,0,0.0,763750.0,466400.0,1230150.0,-0.011741172028455149,0.11831818181818088
2018-04-23,1517.85,1371.92,1556.73,78.9621773713543,69.2739795443705,1481.733,1469.0375000000001,0,0,94,25,0,0.0,758925.0,466400.0,1225325.0,-0.0039222859000934696,0.11393181818181719
2018-04-24,1460.61,1371.92,1556.73,47.98982739029265,72.12241156020298,1484.1680000000001,1473.6541666666665,0,0,94,25,0,0.0,730305.0,466400.0,1196705.0,-0.023357068532838254,0.08791363636363547
2018-04-25,1461.74,1392.05,1556.73,42.318435754189956,72.83182503201849,1487.6129999999998,1478.3066666666666,0,0,94,25,0,0.0,730870.0,466400.0,1197270.0,0.0004721297228640342,0.08842727272727191
2018-04-26,1519.28,1405.21,1556.73,75.28379091869057,73.35794108800663,1494.693,1485.2250000000001,0,0,94,25,0,0.0,759640.0,466400.0,1226040.0,0.024029667493547846,0.11458181818181745
2018-04-27,1572.76,1405.21,1572.76,100.0,75.53399824639594,1508.858,1497.3474999999999,0,0,94,25,0,0.0,786380.0,466400.0,1252780.0,0.021810055136863404,0.1388909090909083
2018-04-30,1566.13,1405.21,1572.76,96.04297224709049,74.96870856740885,1521.408,1507.1516666666666,0,0,94,25,0,0.0,783065.0,466400.0,1249465.0,-0.002646115040150665,0.1358772727272719
2018-05-01,1582.26,1405.91,1582.26,100.0,77.22817195451685,1529.271,1519.7475000000002,0,0,94,25,0,0.0,791130.0,466400.0,1257530.0,0.006454762638409273,0.14320909090909018
2018-05-02,1570.53,1427.29,1582.26,92.43079305672065,79.1522599095692,1533.5390000000002,1530.5725,0,0,94,25,0,0.0,785265.0,466400.0,1251665.0,-0.004663904638457894,0.13787727272727213
2018-05-03,1570.8,1427.29,1582.26,92.60502032651479,85.52585890045806,1534.946,1536.17,-1,-1,94,25,-500,-500.0,0.0,1251800.0,1251800.0,0.00010785633536136707,0.13799999999999946
2018-05-04,1580.99,1431.11,1582.26,99.15977505788952,93.646050229558,1540.2949999999998,1540.5983333333334,0,-1,94,25,-500,0.0,0.0,1251800.0,1251800.0,0.0,0.13799999999999946
2018-05-07,1599.86,1431.11,1599.86,100.0,97.17693724117363,1548.496,1544.1924999999999,1,0,94,25,0,500.0,799930.0,451870.0,1251800.0,0.0,0.13799999999999946
2018-05-08,1592.39,1440.63,1599.86,95.30867298875852,96.50674766813914,1561.674,1549.6000000000001,0,0,94,25,0,0.0,796195.0,451870.0,1248065.0,-0.0029837034670074924,0.13460454545454503
2018-05-09,1606.87,1460.61,1606.87,100.0,97.07203734712621,1576.1870000000001,1557.0183333333334,-1,-1,94,25,-500,-500.0,0.0,1255305.0,1255305.0,0.0058009799169114196,0.14118636363636328
2018-05-10,1609.42,1460.61,1609.42,100.0,97.07203734712621,1585.201,1569.4191666666666,0,-1,94,25,-500,0.0,0.0,1255305.0,1255305.0,0.0,0.14118636363636328
2018-05-11,1603.32,1460.61,1609.42,95.90081311739795,97.56775449865154,1588.257,1581.2174999999997,0,-1,94,25,-500,0.0,0.0,1255305.0,1255305.0,0.0,0.14118636363636328
2018-05-14,1602.0,1460.61,1609.42,95.0137759559169,97.91186244570898,1591.844,1588.1108333333332,0,-1,94,25,-500,0.0,0.0,1255305.0,1255305.0,0.0,0.14118636363636328
2018-05-15,1576.5,1460.61,1609.42,77.87783079094145,94.87158469328783,1591.268,1588.4225,0,-1,94,25,-500,0.0,0.0,1255305.0,1255305.0,0.0,0.14118636363636328
2018-05-16,1587.75,1460.61,1609.42,85.43780659901886,92.79127135029053,1592.99,1590.2241666666666,0,-1,94,25,-500,0.0,0.0,1255305.0,1255305.0,0.0,0.14118636363636328
2018-05-17,1581.37,1461.74,1609.42,81.00622968580704,90.7480651641546,1594.047,1590.1500000000003,0,-1,94,25,-500,0.0,0.0,1255305.0,1255305.0,0.0,0.14118636363636328
2018-05-18,1574.5,1519.28,1609.42,61.260261814954475,85.21381685200524,1593.398,1590.4808333333333,0,-1,94,25,-500,0.0,0.0,1255305.0,1255305.0,0.0,0.14118636363636328
